iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
UZB,Asia,Uzbekistan,2020-07-11,12513.0,486.0,400.714,57.0,3.0,3.714,368.726,14.321,11.808,1.68,0.088,0.109,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-12,12997.0,484.0,425.286,60.0,3.0,3.714,382.988,14.262,12.532,1.768,0.088,0.109,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-13,13591.0,594.0,461.286,64.0,4.0,3.857,400.492,17.504,13.593,1.886,0.118,0.114,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-14,14085.0,494.0,463.857,67.0,3.0,3.714,415.049,14.557,13.669,1.974,0.088,0.109,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-15,14581.0,496.0,498.429,71.0,4.0,3.714,429.665,14.616,14.687,2.092,0.118,0.109,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-16,15066.0,485.0,500.286,75.0,4.0,3.429,443.956,14.292,14.742,2.21,0.118,0.101,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-17,15607.0,541.0,511.429,79.0,4.0,3.571,459.898,15.942,15.07,2.328,0.118,0.105,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-18,16186.0,579.0,524.714,83.0,4.0,3.714,476.96,17.062,15.462,2.446,0.118,0.109,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-19,16752.0,566.0,536.429,87.0,4.0,3.857,493.638,16.679,15.807,2.564,0.118,0.114,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-20,17149.0,397.0,508.286,90.0,3.0,3.714,505.337,11.699,14.978,2.652,0.088,0.109,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-21,17881.0,732.0,542.286,95.0,5.0,4.0,526.907,21.57,15.98,2.799,0.147,0.118,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-22,18379.0,498.0,542.571,98.0,3.0,3.857,541.582,14.675,15.988,2.888,0.088,0.114,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-23,18986.0,607.0,560.0,103.0,5.0,4.0,559.469,17.887,16.502,3.035,0.147,0.118,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-24,19360.0,374.0,536.143,106.0,3.0,3.857,570.49,11.021,15.799,3.124,0.088,0.114,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-25,19952.0,592.0,538.0,111.0,5.0,4.0,587.934,17.445,15.853,3.271,0.147,0.118,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-26,20531.0,579.0,539.857,116.0,5.0,4.143,604.996,17.062,15.908,3.418,0.147,0.122,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-27,21209.0,678.0,580.0,121.0,5.0,4.429,624.975,19.979,17.091,3.566,0.147,0.13,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-28,21699.0,490.0,545.429,124.0,3.0,4.143,639.414,14.439,16.072,3.654,0.088,0.122,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-29,22585.0,886.0,600.857,131.0,7.0,4.714,665.522,26.108,17.706,3.86,0.206,0.139,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-30,23271.0,686.0,612.143,136.0,5.0,4.714,685.737,20.215,18.038,4.008,0.147,0.139,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
UZB,Asia,Uzbekistan,2020-07-31,24009.0,738.0,664.143,141.0,5.0,5.0,707.484,21.747,19.571,4.155,0.147,0.147,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,2278.6,2.54,25.13,67.1445007943684
UZB,Asia,Uzbekistan,2020-08-01,24783.0,774.0,690.143,147.0,6.0,5.143,730.291,22.808,20.337,4.332,0.177,0.152,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,
